id,state_name,waiting_time,time_until_sent_home,broken_bone,transfer_time,hospital_name,hospital_link,phone,address
875,Florida,18,-1,48,132,"heart of florida regional medical center",/emergency/hospital/100137,"(863) 422-4971","40100 us hwy 27 n  davenport, FL 33837"
876,Florida,13,-1,50,140,"bethesda  hospital east",/emergency/hospital/100002,"(561) 737-7733","2815 s seacrest blvd  boynton beach, FL 33435"
877,Florida,15,-1,55,82,"florida hospital memorial medical center",/emergency/hospital/100068,"(386) 676-6000","301 memorial medical parkway  daytona beach, FL 32117"
878,Florida,8,-1,40,37,"edward white hospital",/emergency/hospital/100239,"(727) 323-1111","2323 9th ave n  saint petersburg, FL 33713"
879,Florida,35,-1,80,165,"gulf coast medical center lee mem health system",/emergency/hospital/100220,"(239) 768-5000","13681 doctor's way  fort myers, FL 33912"
880,Florida,8,-1,58,60,"lawnwood regional medical center & heart institute",/emergency/hospital/100246,"(772) 461-4000","1700 s 23rd st  fort pierce, FL 34950"
881,Florida,44,-1,72,68,"gulf breeze hospital",/emergency/hospital/100266,"(850) 934-2000","1110 gulf breeze pkwy  gulf breeze, FL 32561"
882,Florida,18,-1,41,124,"wuesthoff medical center - melbourne",/emergency/hospital/100291,"(321) 752-1200","250 north wickham road  melbourne, FL 32935"
883,Florida,15,-1,41,85,"palm bay hospital",/emergency/hospital/100316,"(321) 434-8000","1425 malabar rd, ne  palm bay, FL 32907"
884,Florida,30,-1,-1,-1,"hendry regional medical center",/emergency/hospital/101309,"(863) 902-3033","524 w sagamore ave  clewiston, FL 33440"
885,Florida,49,-1,82,192,"tampa general hospital",/emergency/hospital/100128,"(813) 844-7000","1 tampa general cir  tampa, FL 33606"
886,Florida,13,-1,47,134,"broward health coral springs",/emergency/hospital/100276,"(954) 344-3000","3000 coral hills dr  coral springs, FL 33065"
887,Florida,41,-1,62,169,"lee memorial hospital",/emergency/hospital/100012,"(239) 332-1111","2776 cleveland ave  fort myers, FL 33901"
888,Florida,78,-1,64,116,"south lake hospital",/emergency/hospital/100051,"(352) 394-4071","1900 don wickham dr  clermont, FL 34711"
889,Florida,40,-1,67,98,"morton plant north bay hospital",/emergency/hospital/100063,"(727) 842-8468","6600 madison st  new port richey, FL 34652"
890,Florida,16,-1,43,130,"homestead hospital",/emergency/hospital/100125,"(786) 243-8000","975 baptist way  homestead, FL 33033"
891,Florida,33,-1,82,335,"palmetto general hospital",/emergency/hospital/100187,"(305) 823-5000","2001 w 68th st  hialeah, FL 33016"
892,Florida,28,-1,74,142,"broward health imperial point",/emergency/hospital/100200,"(954) 776-8500","6401 n federal hwy  fort lauderdale, FL 33308"
893,Florida,23,-1,56,155,"jupiter medical center",/emergency/hospital/100253,"(561) 747-2234","1210 s old dixie hwy  jupiter, FL 33458"
894,Florida,7,-1,44,82,"palms west hospital",/emergency/hospital/100269,"(561) 753-4245","13001 southern blvd  loxahatchee, FL 33470"
895,Florida,31,-1,68,76,"st vincent's medical center southside",/emergency/hospital/100307,"(904) 296-3700","4201 belfort rd  jacksonville, FL 32216"
896,Florida,44,-1,71,104,"sarasota memorial hospital",/emergency/hospital/100087,"(941) 917-9000","1700 s tamiami trl  sarasota, FL 34239"
897,Florida,8,-1,44,103,"westside regional medical center",/emergency/hospital/100228,"(954) 473-6600","8201 w broward blvd  plantation, FL 33324"
898,Florida,16,-1,46,59,"medical center of trinity",/emergency/hospital/100191,"(727) 848-1733","9332 sr 54, ste 401  trinity, FL 34655"
899,Florida,17,-1,32,54,"poinciana medical center",/emergency/hospital/100320,"(407) 530-2000","325 cypress pkwy  kissimmee, FL 34758"
900,Florida,9,-1,39,90,"lakeside medical center",/emergency/hospital/100130,"(561) 996-6571","39200 hooker hwy  belle glade, FL 33430"
901,Florida,13,-1,44,93,"highlands regional medical center",/emergency/hospital/100049,"(863) 385-6101","3600 s highlands ave  sebring, FL 33870"
902,Florida,28,-1,50,140,"bayfront health port charlotte",/emergency/hospital/100077,"(941) 766-4122","2500 harbor blvd  port charlotte, FL 33952"
903,Florida,41,-1,68,99,"south florida baptist hospital",/emergency/hospital/100132,"(813) 757-1200","301 n alexander st  plant city, FL 33563"
904,Florida,12,-1,58,85,"desoto memorial hospital",/emergency/hospital/100175,"(863) 494-3535","900 n robert ave  arcadia, FL 34265"
905,Florida,24,-1,53,139,"west boca medical center",/emergency/hospital/100268,"(561) 488-8000","21644 state rd 7  boca raton, FL 33428"
906,Florida,32,-1,31,168,"memorial hospital miramar",/emergency/hospital/100285,"(954) 538-4810","1901 sw 172nd ave  miramar, FL 33029"
907,Florida,52,-1,91,133,"st vincents medical center - clay county inc",/emergency/hospital/100321,"(904) 308-7164","1670 st vincents way  middleburg, FL 32068"
908,Hawaii,36,-1,65,104,"the queens medical center",/emergency/hospital/120001,"(808) 538-9011","1301 punchbowl st  honolulu, HI 96813"
909,Hawaii,15,-1,30,123,"wahiawa general hospital",/emergency/hospital/120004,"(808) 621-8411","128 lehua street  wahiawa, HI 96786"
910,Hawaii,24,-1,50,165,"hilo medical center",/emergency/hospital/120005,"(808) 932-3000","1190 waianuenue avenue  hilo, HI 96720"
911,Hawaii,-1,-1,-1,107,"kaiser foundation hospital",/emergency/hospital/120011,"(808) 432-0000","3288 moanalua rd  honolulu, HI 96819"
912,Hawaii,-1,-1,41,-1,"kau hospital",/emergency/hospital/121301,"(808) 928-8331","1 kamani street  pahala, HI 96777"
913,Hawaii,45,-1,72,154,"maui memorial medical center",/emergency/hospital/120002,"(808) 442-5101","221 mahalani street  wailuku, HI 96793"
914,Hawaii,24,-1,42,103,"kuakini medical center",/emergency/hospital/120007,"(808) 536-2236","347 north kuakini street  honolulu, HI 96817"
915,Hawaii,21,-1,56,148,"wilcox memorial hospital",/emergency/hospital/120014,"(808) 245-1103","3-3420 kuhio highway  lihue, HI 96766"
916,Hawaii,16,-1,42,85,"straub clinic and hospital",/emergency/hospital/120022,"(808) 522-4000","888 so king street  honolulu, HI 96813"
917,Hawaii,-1,-1,-1,-1,"molokai general hospital",/emergency/hospital/121303,"(808) 553-5331","280 home olu place  kaunakakai, HI 96748"
918,Hawaii,-1,-1,-1,-1,"kula hospital",/emergency/hospital/121308,"(808) 878-1221","100 kokea place  kula, HI 96790"
919,Hawaii,21,-1,50,169,"pali momi medical center",/emergency/hospital/120026,"(808) 486-6000","98-1079 moanalua road  aiea, HI 96701"
920,Hawaii,14,-1,45,123,"north hawaii community hospital",/emergency/hospital/120028,"(808) 885-4444","67 1125 mamalahoa highway  kamuela, HI 96743"
921,Hawaii,-1,-1,-1,-1,"samuel mahelona memorial hospital",/emergency/hospital/121306,"(808) 822-4961","4800 kawaihau road  kapaa, HI 96746"
922,Hawaii,-1,-1,-1,-1,"kauai veterans memorial hospital",/emergency/hospital/121300,"(808) 338-9431","4643 waimea canyon drive  waimea, HI 96796"
923,Hawaii,16,-1,44,116,"castle medical center",/emergency/hospital/120006,"(808) 263-5500","640 ulukahiki st  kailua, HI 96734"
924,Hawaii,-1,-1,-1,-1,"kahuku medical center",/emergency/hospital/121304,"(808) 293-9221","56-117 pualalea street  kahuku, HI 96731"
925,Hawaii,43,-1,72,72,"kona community hospital",/emergency/hospital/120019,"(808) 322-9311","79-1019 haukapila street  kealakekua, HI 96750"
926,Iowa,12,-1,54,109,"university of iowa hospital & clinics",/emergency/hospital/160058,"(319) 356-1616","200 hawkins drive  iowa city, IA 52242"
927,Iowa,-1,-1,-1,-1,"osceola community hospital",/emergency/hospital/161345,"(712) 754-2574","600 9th avenue north  sibley, IA 51249"
928,Iowa,-1,-1,-1,-1,"jefferson county health center",/emergency/hospital/161364,"(641) 472-4111","2000 s main  fairfield, IA 52556"
929,Iowa,-1,-1,-1,-1,"buena vista regional medical center",/emergency/hospital/161375,"(712) 732-4030","1525 west 5th street  storm lake, IA 50588"
930,Iowa,-1,-1,-1,-1,"davis county hospital",/emergency/hospital/161327,"(641) 664-2145","509 north madison street  bloomfield, IA 52537"
931,Iowa,27,-1,42,59,"marshalltown medical & surgical center",/emergency/hospital/160001,"(641) 754-5151","3 south 4th avenue  marshalltown, IA 50158"
932,Iowa,26,-1,44,24,"st anthony regional hospital & nursing home",/emergency/hospital/160005,"(712) 792-3581","311 south clark street  carroll, IA 51401"
933,Iowa,30,-1,55,66,"keokuk area hospital",/emergency/hospital/160008,"(319) 524-7150","1600 morgan street  keokuk, IA 52632"
934,Iowa,-1,-1,-1,-1,"va central iowa healthcare system",/emergency/hospital/16003F,"(515) 699-5999","3600 30th street  des moines, IA 50310"
935,Iowa,5,-1,29,42,"mercy medical center-dubuque",/emergency/hospital/160069,"(563) 589-8000","250 mercy drive  dubuque, IA 52001"
936,Iowa,22,-1,45,60,"covenant medical center",/emergency/hospital/160067,"(319) 272-8000","3421 west ninth street  waterloo, IA 50702"
937,Iowa,17,-1,51,38,"trinity regional medical center",/emergency/hospital/160016,"(515) 573-3101","802 kenyon rd  fort dodge, IA 50501"
938,Iowa,25,-1,45,74,"genesis medical center-davenport",/emergency/hospital/160033,"(563) 421-1000","1227 east rusholme street  davenport, IA 52803"
939,Iowa,35,-1,58,50,"mercy medical center-north iowa",/emergency/hospital/160064,"(641) 428-7000","1000 fourth street sw  mason city, IA 50401"
940,Iowa,17,-1,34,60,"mary greeley medical center",/emergency/hospital/160030,"(515) 239-2011","1111 duff avenue  ames, IA 50010"
941,Iowa,44,-1,46,94,"st lukes hospital",/emergency/hospital/160045,"(319) 369-7211","1026 a ave ne  cedar rapids, IA 52402"
942,Iowa,23,-1,54,52,"skiff medical center",/emergency/hospital/160032,"(641) 792-1273","204 north 4th avenue east  newton, IA 50208"
943,Iowa,19,-1,48,163,"trinity muscatine",/emergency/hospital/160013,"(563) 264-9100","1518 mulberry avenue  muscatine, IA 52761"
944,Iowa,31,-1,35,47,"methodist jennie edmundson",/emergency/hospital/160047,"(712) 396-6000","933 east pierce street  council bluffs, IA 51503"
945,Iowa,18,-1,29,35,"sartori memorial hospital",/emergency/hospital/160040,"(319) 268-3000","515 college street  cedar falls, IA 50613"
946,Iowa,40,-1,49,78,"iowa lutheran hospital",/emergency/hospital/160024,"(515) 263-5612","700 east university avenue  des moines, IA 50316"
947,Iowa,35,-1,44,78,"mercy medical center-des moines",/emergency/hospital/160083,"(515) 247-3121","1111 6th ave  des moines, IA 50314"
948,Iowa,-1,-1,-1,-1,"iowa city va medical center",/emergency/hospital/16004F,"(319) 338-0581","601 highway 6 west  iowa city, IA 52246"
949,Iowa,19,-1,54,69,"mercy medical center - cedar rapids",/emergency/hospital/160079,"(319) 398-6011","701 10th street se  cedar rapids, IA 52403"
950,Iowa,-1,-1,24,40,"spencer municipal hospital",/emergency/hospital/160112,"(712) 264-8300","1200 1st avenue east  spencer, IA 51301"
951,Iowa,23,-1,35,61,"trinity bettendorf",/emergency/hospital/160104,"(563) 742-5000","4500 utica ridge road  bettendorf, IA 52722"
952,Iowa,30,-1,41,47,"fort madison community hospital",/emergency/hospital/160122,"(319) 372-6530","5445 ave o  fort madison, IA 52627"
953,Iowa,20,-1,45,68,"allen hospital",/emergency/hospital/160110,"(319) 235-3941","1825 logan avenue  waterloo, IA 50703"
954,Iowa,27,-1,48,91,"finley hospital",/emergency/hospital/160117,"(563) 582-1881","350 north grandview avenue  dubuque, IA 52001"
955,Iowa,54,-1,52,68,"st lukes regional medical center",/emergency/hospital/160146,"(712) 279-3500","2720 stone park boulevard  sioux city, IA 51104"
956,Iowa,28,-1,48,50,"grinnell regional medical center",/emergency/hospital/160147,"(641) 236-7511","210 fourth avenue  grinnell, IA 50112"
957,Iowa,-1,-1,-1,-1,"pocahontas community hospital",/emergency/hospital/161305,"(712) 335-3501","606 n w 7th street  pocahontas, IA 50574"
958,Iowa,-1,-1,-1,-1,"iowa specialty hospital-clarion",/emergency/hospital/161302,"(515) 532-2811","1316 south main street  clarion, IA 50525"
959,Iowa,23,-1,44,47,"lakes regional healthcare",/emergency/hospital/160124,"(712) 336-1230","2301 highway 71  spirit lake, IA 51360"
960,Iowa,-1,-1,-1,-1,"alegent creighton health mercy hospital, corning i",/emergency/hospital/161304,"(641) 322-3121","603 rosary drive  corning, IA 50841"
961,Iowa,16,-1,45,67,"ottumwa regional health center",/emergency/hospital/160089,"(641) 682-7511","1001 e pennsylvania  ottumwa, IA 52501"
962,Iowa,-1,-1,-1,-1,"marengo memorial hospital",/emergency/hospital/161317,"(319) 642-5543","300 w may st  marengo, IA 52301"
963,Iowa,-1,-1,-1,-1,"sanford rock rapids medical center",/emergency/hospital/161321,"(712) 472-2591","801 south greene street  rock rapids, IA 51246"
964,Iowa,13,-1,-1,-1,"keokuk county health center",/emergency/hospital/161315,"(641) 622-2720","23019 highway 149  sigourney, IA 52591"
965,Iowa,-1,-1,-1,-1,"hawarden regional healthcare",/emergency/hospital/161311,"(712) 551-3100","1111 11th street  hawarden, IA 51023"
966,Iowa,-1,-1,-1,-1,"guttenberg municipal hospital",/emergency/hospital/161312,"(563) 252-1121","200 main street  guttenberg, IA 52052"
967,Iowa,20,-1,27,-1,"dallas county hospital",/emergency/hospital/161322,"(515) 465-3547","610 tenth street  perry, IA 50220"
968,Iowa,10,-1,28,-1,"genesis medical center-dewitt",/emergency/hospital/161313,"(563) 659-4200","1118 11th street  dewitt, IA 52742"
969,Iowa,-1,-1,-1,-1,"franklin general hospital",/emergency/hospital/161308,"(641) 456-5000","1720 central avenue east  hampton, IA 50441"
970,Iowa,-1,-1,-1,-1,"guthrie county hospital",/emergency/hospital/161314,"(641) 332-2201","710 north 12th street  guthrie center, IA 50115"
971,Iowa,-1,-1,-1,-1,"palmer lutheran health center",/emergency/hospital/161316,"(563) 422-3811","112 jefferson street  west union, IA 52175"
972,Iowa,-1,-1,-1,-1,"community memorial hospital medical center",/emergency/hospital/161320,"(563) 578-3275","909 west first street  sumner, IA 50674"
973,Iowa,-1,-1,-1,-1,"veterans memorial hospital",/emergency/hospital/161318,"(563) 568-3411","40 1st street se  waukon, IA 52172"
974,Iowa,-1,-1,-1,-1,"story county hospital",/emergency/hospital/161333,"(515) 382-2111","640 south 19th street  nevada, IA 50201"
975,Iowa,-1,-1,-1,-1,"regional health services of howard county",/emergency/hospital/161328,"(563) 547-2101","235 8th avenue west  cresco, IA 52136"
976,Iowa,-1,-1,-1,-1,"george c grape community hospital",/emergency/hospital/161324,"(712) 382-1515","2959 us highway 275  hamburg, IA 51640"
977,Iowa,-1,-1,-1,-1,"manning regional healthcare center",/emergency/hospital/161332,"(712) 655-2072","1550 sixth street  manning, IA 51455"
978,Iowa,-1,-1,-1,-1,"hegg memorial health center",/emergency/hospital/161336,"(712) 476-8000","1202 21st avenue  rock valley, IA 51247"
979,Iowa,-1,-1,-1,-1,"audubon county memorial hospital",/emergency/hospital/161330,"(712) 563-2611","515 pacific street  audubon, IA 50025"
980,Iowa,-1,-1,-1,-1,"humboldt county memorial hospital",/emergency/hospital/161334,"(515) 332-4200","1000 north 15th street  humboldt, IA 50548"
981,Iowa,-1,-1,-1,-1,"mercy medical center-new hampton",/emergency/hospital/161331,"(641) 394-4121","308 north maple avenue  new hampton, IA 50659"
982,Iowa,-1,-1,-1,-1,"mitchell county regional health",/emergency/hospital/161323,"(641) 732-6000","616 north eighth street  osage, IA 50461"
983,Iowa,-1,-1,-1,-1,"jackson county regional health center",/emergency/hospital/161329,"(563) 652-2474","700 w grove st  maquoketa, IA 52060"
984,Iowa,-1,-1,-1,-1,"madison county memorial hospital",/emergency/hospital/161326,"(515) 462-2373","300 west hutchings street  winterset, IA 50273"
985,Iowa,-1,-1,-1,-1,"van buren county hospital",/emergency/hospital/161337,"(319) 293-3171","304 franklin street  keosauqua, IA 52565"
986,Iowa,-1,-1,-1,-1,"sioux center health",/emergency/hospital/161346,"(712) 722-1271","1101 9th street se  sioux center, IA 51250"
987,Iowa,-1,-1,-1,-1,"virginia gay hospital",/emergency/hospital/161349,"(319) 472-6200","502 north 9th avenue  vinton, IA 52349"
988,Iowa,14,-1,47,-1,"floyd county memorial hospital",/emergency/hospital/161347,"(641) 228-6830","800 11th st  charles city, IA 50616"
989,Iowa,-1,-1,-1,-1,"lucas county health center",/emergency/hospital/161341,"(641) 774-3000","1200 north 7th street  chariton, IA 50049"
990,Iowa,-1,-1,-1,-1,"clarke county hospital",/emergency/hospital/161348,"(641) 342-2184","800 s fillmore st  osceola, IA 50213"
991,Iowa,-1,-1,-1,-1,"monroe county hospital",/emergency/hospital/161342,"(641) 932-2134","6580 165th street  albia, IA 52531"
992,Iowa,13,-1,-1,-1,"stewart memorial community hospital",/emergency/hospital/161350,"(712) 464-3171","1301 west main street  lake city, IA 51449"
993,Iowa,-1,-1,57,-1,"avera holy family hospital",/emergency/hospital/161351,"(712) 362-2631","826 north 8th street  estherville, IA 51334"
994,Iowa,-1,-1,-1,-1,"clarinda regional health center",/emergency/hospital/161352,"(712) 542-2176","220 essie davison drive  clarinda, IA 51632"
995,Iowa,-1,-1,-1,-1,"decatur county hospital",/emergency/hospital/161340,"(641) 446-4871","1405 nw church street  leon, IA 50144"
996,Iowa,-1,-1,-1,-1,"montgomery county memorial hospital",/emergency/hospital/161363,"(712) 623-7000","2301 eastern avenue  red oak, IA 51566"
997,Iowa,-1,-1,-1,-1,"pella regional health center",/emergency/hospital/161367,"(641) 628-3150","404 jefferson street  pella, IA 50219"
998,Iowa,13,-1,-1,-1,"greater regional medical center",/emergency/hospital/161365,"(641) 782-7091","1700 west townline road  creston, IA 50801"
999,Iowa,-1,-1,-1,-1,"shenandoah medical center",/emergency/hospital/161366,"(712) 246-1230","300 pershing avenue  shenandoah, IA 51601"
1000,Iowa,-1,-1,-1,-1,"palo alto county hospital",/emergency/hospital/161357,"(712) 852-5500","3201 1st street  emmetsburg, IA 50536"
1001,Iowa,-1,-1,-1,-1,"cherokee regional medical center",/emergency/hospital/161362,"(712) 225-5101","300 sioux valley drive  cherokee, IA 51012"
1002,Iowa,-1,-1,-1,-1,"van diest medical center",/emergency/hospital/161361,"(515) 832-9400","2350 hospital drive  webster city, IA 50595"
1003,Iowa,-1,-1,-1,-1,"floyd valley hospital",/emergency/hospital/161368,"(712) 546-7871","714 lincoln st ne  le mars, IA 51031"
1004,Iowa,31,-1,16,-1,"knoxville hospital & clinics",/emergency/hospital/161355,"(641) 842-2151","1002 south lincoln street  knoxville, IA 50138"
1005,Iowa,-1,-1,-1,-1,"orange city area health system",/emergency/hospital/161360,"(712) 737-4984","1000 lincoln circle se  orange city, IA 51041"
1006,Iowa,-1,-1,-1,-1,"wayne county hospital",/emergency/hospital/161358,"(641) 872-2260","417 south east street  corydon, IA 50060"
1007,Iowa,-1,-1,-1,-1,"cass county memorial hospital",/emergency/hospital/161376,"(712) 243-3250","1501 east tenth street  atlantic, IA 50022"
1008,Iowa,-1,-1,-1,-1,"ringgold county hospital",/emergency/hospital/161373,"(641) 464-3226","504 north cleveland street  mount ayr, IA 50854"
1009,Iowa,-1,-1,-1,-1,"mercy medical center-centerville",/emergency/hospital/161377,"(641) 437-4111","one st joseph's drive  centerville, IA 52544"
1010,Iowa,-1,-1,-1,-1,"myrtue medical center",/emergency/hospital/161374,"(712) 755-5161","1213 garfield avenue  harlan, IA 51537"
1011,Iowa,-1,-1,-1,-1,"mercy medical center-dyersville",/emergency/hospital/161378,"(563) 875-7101","1111 3rd street sw  dyersville, IA 52040"
1012,Iowa,22,-1,40,-1,"boone county hospital",/emergency/hospital/161372,"(515) 432-3140","1015 union street  boone, IA 50036"
1013,Iowa,-1,-1,-1,-1,"hansen family hospital",/emergency/hospital/161380,"(641) 648-4631","920 south oak street  iowa falls, IA 50126"
1014,Iowa,-1,-1,-1,-1,"baum harmon mercy hospital",/emergency/hospital/161300,"(712) 957-2300","255 n welch avenue  primghar, IA 51245"
1015,Iowa,-1,-1,-1,-1,"adair county memorial hospital",/emergency/hospital/161310,"(641) 743-2123","609 se kent  greenfield, IA 50849"
1016,Iowa,27,-1,54,83,"mercy hospital",/emergency/hospital/160029,"(319) 339-0300","500 e market street  iowa city, IA 52245"
1017,Iowa,-1,-1,-1,-1,"alegent health community memorial hospital",/emergency/hospital/161309,"(712) 642-2784","631 n 8th st  missouri valley, IA 51555"
1018,Iowa,-1,-1,-1,-1,"regional medical center",/emergency/hospital/161343,"(563) 927-3232","709 w main street  manchester, IA 52057"
1019,Iowa,-1,-1,-1,-1,"horn memorial hospital",/emergency/hospital/161354,"(712) 364-3311","701 e 2nd st  ida grove, IA 51445"
1020,Iowa,-1,-1,-1,-1,"winneshiek medical center",/emergency/hospital/161371,"(563) 382-2911","901 montgomery street  decorah, IA 52101"
1021,Iowa,-1,-1,-1,-1,"sanford sheldon medical center",/emergency/hospital/161381,"(712) 324-5041","118 north 7th avenue  sheldon, IA 51201"
1022,Iowa,-1,-1,-1,-1,"grundy county memorial hospital",/emergency/hospital/161303,"(319) 824-5421","201 east j avenue  grundy center, IA 50638"
1023,Iowa,-1,-1,-1,-1,"burgess health center",/emergency/hospital/161359,"(712) 423-2311","1600 diamond street  onawa, IA 51040"
1024,Iowa,-1,-1,-1,-1,"buchanan county health center",/emergency/hospital/161335,"(319) 332-0999","1600 first st east  independence, IA 50644"
1025,Iowa,17,-1,46,61,"alegent health mercy hospital",/emergency/hospital/160028,"(712) 328-5000","800 mercy drive  council bluffs, IA 51503"
1026,Iowa,19,-1,41,49,"great river medical center",/emergency/hospital/160057,"(319) 768-1000","1221 south gear avenue  west burlington, IA 52655"
1027,Iowa,11,-1,58,74,"mercy medical center-sioux city",/emergency/hospital/160153,"(712) 279-2010","801 5th st  sioux city, IA 51101"
1028,Iowa,24,-1,56,159,"broadlawns medical center",/emergency/hospital/160101,"(515) 282-2200","1801 hickman road  des moines, IA 50314"
1029,Iowa,-1,-1,-1,-1,"washington county hospital and clinics",/emergency/hospital/161344,"(319) 653-5481","400 east polk street  washington, IA 52353"
1030,Iowa,-1,-1,-1,-1,"crawford county memorial hospital",/emergency/hospital/161369,"(712) 265-2500","100 medical parkway  denison, IA 51442"
1031,Iowa,-1,-1,-1,-1,"mercy hospital of franciscan sisters-oelwein",/emergency/hospital/161338,"(319) 283-6000","201 eighth avenue se  oelwein, IA 50662"
1032,Iowa,-1,-1,-1,-1,"kossuth regional health center",/emergency/hospital/161353,"(515) 295-2451","1515 south phillips street  algona, IA 50511"
1033,Iowa,-1,-1,-1,-1,"greene county medical center",/emergency/hospital/161325,"(515) 386-2114","1000 west lincolnway  jefferson, IA 50129"
1034,Iowa,-1,-1,-1,-1,"mahaska  health partnership",/emergency/hospital/161379,"(641) 672-3100","1229 c avenue east  oskaloosa, IA 52577"
1035,Iowa,36,-1,40,83,"iowa methodist medical center",/emergency/hospital/160082,"(515) 241-6212","1200 pleasant street  des moines, IA 50309"
1036,Iowa,9,-1,57,61,"mercy medical center-clinton",/emergency/hospital/160080,"(563) 244-5555","1410 north 4th street  clinton, IA 52732"
1037,Iowa,-1,-1,-1,-1,"waverly health center",/emergency/hospital/161339,"(319) 352-4120","312  9th street sw  waverly, IA 50677"
1038,Iowa,-1,-1,-1,-1,"henry county health center",/emergency/hospital/161356,"(319) 385-3141","407 s white st  mount pleasant, IA 52641"
1039,Iowa,-1,-1,-1,-1,"central community hospital",/emergency/hospital/161319,"(563) 245-7000","901 davidson street nw  elkader, IA 52043"
1040,Iowa,-1,-1,-1,-1,"hancock county health system",/emergency/hospital/161307,"(641) 843-5000","532 1st st nw  britt, IA 50423"
1041,Iowa,-1,-1,-1,-1,"loring hospital",/emergency/hospital/161370,"(712) 662-7105","211 highland avenue po box 217  sac city, IA 50583"
1042,Iowa,-1,-1,-1,-1,"jones regional medical center",/emergency/hospital/161306,"(319) 462-6131","1795 highway 64 east  anamosa, IA 52205"
1043,Iowa,-1,-1,-1,-1,"iowa specialty hospital - belmond",/emergency/hospital/161301,"(641) 444-3223","403 first street se  belmond, IA 50421"
1044,Idaho,21,-1,52,122,"st alphonsus regional medical center",/emergency/hospital/130007,"(208) 367-2121","1055 north curtis road  boise, ID 83706"
1045,Idaho,27,-1,50,50,"st joseph regional medical center",/emergency/hospital/130003,"(208) 743-2511","415 sixth street  lewiston, ID 83501"
1046,Idaho,18,-1,52,76,"west valley medical center",/emergency/hospital/130014,"(208) 459-4641","1717 arlington street  caldwell, ID 83605"
1047,Idaho,27,-1,42,86,"st luke's regional medical center",/emergency/hospital/130006,"(208) 381-2222","190 east bannock street  boise, ID 83712"
1048,Idaho,13,-1,36,61,"eastern idaho regional medical center",/emergency/hospital/130018,"(208) 529-6111","3100 channing way  idaho falls, ID 83404"
1049,Idaho,18,-1,40,45,"madison memorial hospital",/emergency/hospital/130025,"(208) 359-6900","255 n 3rd e  rexburg, ID 83440"
1050,Idaho,9,-1,42,36,"saint alphonsus medical center - nampa",/emergency/hospital/130013,"(208) 463-5000","1512 twelfth avenue road  nampa, ID 83686"
1051,Idaho,-1,-1,-1,-1,"boise va medical center",/emergency/hospital/13003F,"(208) 422-1000","500 w. fort street  boise, ID 83702"
1052,Idaho,29,-1,44,107,"st luke's magic valley rmc",/emergency/hospital/130002,"(208) 814-1000","801 pole line road west  twin falls, ID 83301"
1053,Idaho,10,-1,35,90,"portneuf medical center",/emergency/hospital/130028,"(208) 239-1000","777 hospital way  pocatello, ID 83201"
1054,Idaho,-1,-1,-1,-1,"northwest specialty hospital",/emergency/hospital/130066,"(208) 262-2300","1593 east polston avenue  post falls, ID 83854"
1055,Idaho,-1,-1,-1,-1,"north canyon medical center",/emergency/hospital/131302,"(208) 934-4433","267 north canyon dr  gooding, ID 83330"
1056,Idaho,-1,-1,-1,-1,"weiser memorial hospital",/emergency/hospital/131307,"(208) 549-0370","645 east 5th street  weiser, ID 83672"
1057,Idaho,-1,-1,-1,-1,"cascade medical center",/emergency/hospital/131308,"(208) 382-4242","402 lake cascade parkway  cascade, ID 83611"
1058,Idaho,-1,-1,-1,-1,"shoshone medical center",/emergency/hospital/131314,"(208) 784-1221","25 jacobs gulch road  kellogg, ID 83837"
1059,Idaho,-1,-1,-1,-1,"teton valley hospital",/emergency/hospital/131313,"(208) 354-2383","252 south main street  victor, ID 83455"
1060,Idaho,-1,-1,-1,-1,"caribou memorial hospital",/emergency/hospital/131309,"(208) 547-3341","300 south 3rd west  soda springs, ID 83276"
1061,Idaho,-1,-1,-1,-1,"boundary community hospital",/emergency/hospital/131301,"(208) 267-4850","6640 kaniksu street  bonners ferry, ID 83805"
1062,Idaho,-1,-1,-1,-1,"st luke's jerome",/emergency/hospital/131310,"(208) 324-4301","709 north lincoln avenue  jerome, ID 83338"
1063,Idaho,-1,-1,-1,-1,"oneida county hospital",/emergency/hospital/131303,"(208) 766-2231","150 north 200 west  malad city, ID 83252"
1064,Idaho,-1,-1,-1,-1,"st luke's elmore medical center",/emergency/hospital/131311,"(208) 587-8401","895 north 6th east  mountain home, ID 83647"
1065,Idaho,-1,-1,-1,-1,"harms memorial hospital",/emergency/hospital/131304,"(208) 226-3200","510 roosevelt street  american falls, ID 83211"
1066,Idaho,-1,-1,-1,-1,"st luke's mccall",/emergency/hospital/131312,"(208) 634-2221","1000 state street  mc call, ID 83638"
1067,Idaho,-1,-1,-1,-1,"bear lake memorial hospital",/emergency/hospital/131316,"(208) 847-1630","164 south fifth street  montpelier, ID 83254"
1068,Idaho,-1,-1,40,-1,"benewah community hospital",/emergency/hospital/131317,"(208) 245-7614","229 south 7th street  st maries, ID 83861"
1069,Idaho,-1,-1,-1,-1,"st luke's wood river medical center",/emergency/hospital/131323,"(208) 727-8800","100 hospital drive  ketchum, ID 83340"
1070,Idaho,-1,-1,-1,-1,"franklin county medical center",/emergency/hospital/131322,"(208) 852-0137","44 north first east  preston, ID 83263"
